"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15966","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Pricing / Pricing","content\pricing.spec.ts","",""
"","8281","[tiles_w_img_btn2_signup] opens the sign up form","chromium","2026-06-16","skipped","2026-06-16","[ASIC EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","10561","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15172","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8454","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8489","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15253","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8702","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","9643","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Header regional settings","header\header-regional-settings.spec.ts","",""
"","12710","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Pricing / Pricing","content\pricing.spec.ts","",""
"","8910","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANS] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8507","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","8921","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Header auth entry","header\header-auth.spec.ts","",""
"","10120","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB FR] Header auth entry","header\header-auth.spec.ts","",""
"","15592","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15217","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15608","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Header auth entry","header\header-auth.spec.ts","",""
"","9045","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Header auth entry","header\header-auth.spec.ts","",""
"","15211","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9003","Albania appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[SCB FR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15754","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header auth entry","header\header-auth.spec.ts","",""
"","15722","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[CYSEC IT] Header auth entry","header\header-auth.spec.ts","",""
"","15598","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9130","Australia appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15234","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8499","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15083","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15741","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[CYSEC HU] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8556","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","9086","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9127","Australia can be selected","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8811","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9086","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Header regional settings","header\header-regional-settings.spec.ts","",""
"","11496","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Header regional settings","header\header-regional-settings.spec.ts","",""
"","9334","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","9405","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Header auth entry","header\header-auth.spec.ts","",""
"","15903","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8415","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA AR] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8927","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15233","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC HU] Header auth entry","header\header-auth.spec.ts","",""
"","9088","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Header auth entry","header\header-auth.spec.ts","",""
"","9063","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8437","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / All resources","content\trading.spec.ts","",""
"","16019","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15149","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15605","Logo opens main page","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Header navigation","header\header-navigation.spec.ts","",""
"","8609","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","16176","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8483","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANS] Trading / Learn / All resources","content\trading.spec.ts","",""
"","16854","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","9635","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Header auth entry","header\header-auth.spec.ts","",""
"","14682","[banner_with_steps] opens the sign up form","chromium","2026-06-16","failed","2026-06-16","[SCB AR] Pricing / Pricing","content\pricing.spec.ts","",""
"","16077","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[SCB MN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8830","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Header auth entry","header\header-auth.spec.ts","",""
"","15145","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","15117","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15430","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9150","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Header auth entry","header\header-auth.spec.ts","",""
"","15471","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC HU] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9366","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","8450","[tiles_w_img_btn2_signup] opens the sign up form","chromium","2026-06-16","skipped","2026-06-16","[SCB AR] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","16596","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Header auth entry","header\header-auth.spec.ts","",""
"","9991","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15745","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8333","[tiles_w_img_btn2_signup] opens the sign up form","chromium","2026-06-16","skipped","2026-06-16","[CMA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15644","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15404","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","10475","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB MN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15910","Cyprus appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","13406","[banner_with_steps] opens the sign up form","chromium","2026-06-16","failed","2026-06-16","[SCB DE] Pricing / Pricing","content\pricing.spec.ts","",""
"","9349","Albania can be selected","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8633","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA AR] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","15683","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[CYSEC IT] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15126","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","8556","[tiles_w_img_btn2_signup] opens the sign up form","chromium","2026-06-16","skipped","2026-06-16","[SCB RU] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8778","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Header auth entry","header\header-auth.spec.ts","",""
"","15377","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8649","Switching language keeps the license","chromium","2026-06-16","skipped","2026-06-16","[ASIC EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","16125","Logo opens main page","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Header navigation","header\header-navigation.spec.ts","",""
"","15533","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","15640","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header auth entry","header\header-auth.spec.ts","",""
"","8544","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","10607","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANT] Header regional settings","header\header-regional-settings.spec.ts","",""
"","16736","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","9012","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANS] Header auth entry","header\header-auth.spec.ts","",""
"","9274","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15138","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15278","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Pricing / Pricing","content\pricing.spec.ts","",""
"","13832","[banner_with_steps] opens the sign up form","chromium","2026-06-16","failed","2026-06-16","[SCB FR] Pricing / Pricing","content\pricing.spec.ts","",""
"","8494","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15554","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9940","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Header auth entry","header\header-auth.spec.ts","",""
"","15653","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Header auth entry","header\header-auth.spec.ts","",""
"","15130","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9945","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANT] Header auth entry","header\header-auth.spec.ts","",""
"","15929","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","20303","Cyprus appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8814","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB FR] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9003","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","10054","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANT] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8593","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Pricing / Pricing","content\pricing.spec.ts","",""
"","8407","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8419","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9156","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[CMA AR] Header auth entry","header\header-auth.spec.ts","",""
"","16045","Cyprus can be selected","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8608","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB MN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15614","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8968","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Header auth entry","header\header-auth.spec.ts","",""
"","9573","Logo opens main page","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Header navigation","header\header-navigation.spec.ts","",""
"","22111","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15461","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","14983","[tiles_w_img_btn2_signup] opens the sign up form","chromium","2026-06-16","skipped","2026-06-16","[CYSEC HU] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","11268","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15164","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC IT] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9027","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CMA AR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","20172","[banner_with_steps] opens the sign up form","chromium","2026-06-16","failed","2026-06-16","[CYSEC IT] Pricing / Pricing","content\pricing.spec.ts","",""
"","9345","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15102","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8907","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","10474","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15128","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8712","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","15095","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC HU] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8825","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8765","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15061","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8431","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","9041","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Header regional settings","header\header-regional-settings.spec.ts","",""
"","21451","Cyprus appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8769","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","9305","United Arab Emirates appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15092","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Trading / Learn / All resources","content\trading.spec.ts","",""
"","16186","Albania appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8458","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9040","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANS] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15204","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Trading / Learn / All resources","content\trading.spec.ts","",""
